species_name,missing
Justicia hyssopifolia,FALSE
Sambucus palmensis,FALSE
Viburnum rugosum,FALSE
Aizoanthemopsis hispanica,FALSE
Aizoon canariense,FALSE
Arthrocaulon macrostachyum,FALSE
Atriplex glauca,FALSE
Atriplex halimus,FALSE
Bassia tomentosa,FALSE
Bosea yervamora,FALSE
Chenopodiastrum coronopus,FALSE
Chenopodiastrum murale,FALSE
Chenopodium album,FALSE
Chenopodium vulvaria,FALSE
Oxybasis glauca,FALSE
Oxybasis urbica,FALSE
Patellifolia procumbens,FALSE
Salicornia perennis,FALSE
Salsola divaricata,TRUE
Salsola kali,FALSE
Salsola oppositifolia,TRUE
Traganum moquinii,FALSE
Pistacia atlantica,FALSE
Pistacia lentiscus,FALSE
Rhus coriaria,FALSE
Searsia albida,FALSE
Ammi majus,FALSE
Ammi procerum,TRUE
Ammodaucus leucotrichus,FALSE
Apium nodiflorum,FALSE
Astydamia latifolia,FALSE
Bupleurum handiense,FALSE
Bupleurum salicifolium,FALSE
Bupleurum semicompositum,FALSE
Canaria tortuosa,TRUE
Conium maculatum,FALSE
Crithmum maritimum,FALSE
Daucus aureus,FALSE
Daucus carota,FALSE
Daucus elegans,FALSE
Drusa glandulosa,FALSE
Foeniculum vulgare,FALSE
Rutheopsis herbanica,FALSE
Scandix pecten-veneris,FALSE
Todaroa aurea,FALSE
Visnaga daucoides,FALSE
Apteranthes burchardii,FALSE
Ceropegia dichotoma,FALSE
Ceropegia fusca,FALSE
Periploca laevigata,FALSE
Ilex canariensis,FALSE
Ilex perado,FALSE
Hedera canariensis,FALSE
Aaronsohnia pubescens,TRUE
Achillea maritima,FALSE
Allagopappus canariensis,FALSE
Allagopappus viscosissimus,FALSE
Anacyclus radiatus,FALSE
Anacyclus clavatus,FALSE
Anthemis arvensis,FALSE
Argyranthemum adauctum,FALSE
Argyranthemum broussonetii,FALSE
Argyranthemum callichrysum,FALSE
Argyranthemum coronopifolium,FALSE
Argyranthemum escarrei,FALSE
Argyranthemum filifolium,FALSE
Argyranthemum foeniculaceum,FALSE
Argyranthemum frutescens,FALSE
Argyranthemum gracile,FALSE
Argyranthemum haouarytheum,FALSE
Argyranthemum hierrense,FALSE
Argyranthemum lemsii,FALSE
Argyranthemum lidii,FALSE
Argyranthemum maderense,FALSE
Argyranthemum sundingii,FALSE
Argyranthemum sventenii,FALSE
Argyranthemum tenerifae,FALSE
Argyranthemum vincentii,FALSE
Argyranthemum webbii,FALSE
Argyranthemum winteri,FALSE
Artemisia ramosa,FALSE
Artemisia reptans,FALSE
Artemisia thuscula,FALSE
Atractylis arbuscula,FALSE
Atractylis cancellata,FALSE
Atractylis preauxiana,FALSE
Bellis annua,FALSE
Bethencourtia hermosae,FALSE
Bethencourtia palmensis,FALSE
Bethencourtia rupicola,TRUE
Calendula arvensis,FALSE
Calendula suffruticosa,FALSE
Calendula tripterocarpa,FALSE
Carthamus caeruleus,FALSE
Carthamus lanatus,FALSE
Cheirolophus anagaensis,TRUE
Cheirolophus arboreus,FALSE
Cheirolophus arbutifolius,FALSE
Cheirolophus burchardii,FALSE
Cheirolophus canariensis,FALSE
Cheirolophus dariasii,FALSE
Cheirolophus duranii,FALSE
Cheirolophus falcisectus,FALSE
Cheirolophus ghomerythus,FALSE
Cheirolophus junonianus,FALSE
Cheirolophus metlesicsii,FALSE
Cheirolophus puntallanensis,TRUE
Cheirolophus santos-abreui,FALSE
Cheirolophus satarataensis,FALSE
Cheirolophus sventenii,FALSE
Cheirolophus tagananensis,FALSE
Cheirolophus teydis,FALSE
Cheirolophus webbianus,FALSE
Chondrilla juncea,FALSE
Cichorium pumilum,FALSE
Cladanthus mixtus,FALSE
Coleostephus myconis,FALSE
Cynara cardunculus,FALSE
Cynara humilis,FALSE
Dittrichia viscosa,FALSE
Erigeron calderae,FALSE
Filago arvensis,TRUE
Filago desertorum,FALSE
Filago germanica,FALSE
Filago lutescens,FALSE
Filago pygmaea,FALSE
Filago pyramidata,FALSE
Galactites tomentosus,TRUE
Geropogon hybridus,FALSE
Gonospermum canariense,FALSE
Gonospermum ferulaceum,FALSE
Gonospermum fruticosum,FALSE
Gonospermum gomerae,FALSE
Gonospermum oshanahanii,FALSE
Gonospermum ptarmiciflorum,FALSE
Gonospermum revolutum,FALSE
Hedypnois rhagadioloides,FALSE
Hedypnois arenaria,FALSE
Helminthotheca echioides,FALSE
Hypochaeris achyrophorus,FALSE
Hyoseris radiata,FALSE
Hypochaeris glabra,FALSE
Hypochaeris oligocephala,FALSE
Hypochaeris radicata,FALSE
Kleinia neriifolia,FALSE
Lactuca palmensis,FALSE
Lactuca serriola,FALSE
Lactuca viminea,FALSE
Lapsana communis,FALSE
Leuzea cynaroides,FALSE
Logfia clementei,FALSE
Logfia gallica,FALSE
Logfia minima,FALSE
Matricaria chamomilla,FALSE
Notobasis syriaca,FALSE
Pallenis hierochuntica,FALSE
Pallenis maritima,FALSE
Pallenis spinosa,FALSE
Pericallis appendiculata,FALSE
Pericallis cruenta,FALSE
Pericallis echinata,FALSE
Pericallis hadrosoma,FALSE
Pericallis hansenii,FALSE
Pericallis lanata,FALSE
Pericallis multiflora,FALSE
Pericallis murrayi,FALSE
Pericallis papyracea,FALSE
Pericallis steetzii,FALSE
Pericallis tussilaginis,FALSE
Pericallis webbii,FALSE
Phagnalon purpurascens,FALSE
Phagnalon rupestre,FALSE
Phagnalon saxatile,FALSE
Phagnalon umbelliforme,FALSE
Picnomon acarna,FALSE
Picris hieracioides,TRUE
Rhagadiolus stellatus,FALSE
Scorzoneroides palisiae,FALSE
Senecio bollei,FALSE
Senecio flavus,FALSE
Senecio glaucus,FALSE
Senecio ilsae,FALSE
Senecio incrassatus,FALSE
Senecio leucanthemifolius,FALSE
Senecio massaicus,FALSE
Senecio teneriffae,FALSE
Senecio vulgaris,FALSE
Silybum marianum,FALSE
Sonchus acaulis,FALSE
Sonchus arboreus,FALSE
Sonchus asper,FALSE
Sonchus bornmuelleri,FALSE
Sonchus bourgeaui,FALSE
Sonchus brachylobus,FALSE
Sonchus bupleuroides,FALSE
Sonchus canariensis,FALSE
Sonchus capillaris,FALSE
Sonchus congestus,FALSE
Sonchus esperanzae,FALSE
Sonchus fauces-orci,FALSE
Sonchus gandogeri,FALSE
Sonchus gomeraensis,FALSE
Sonchus gummifer,FALSE
Sonchus heterophyllus,FALSE
Sonchus hierrensis,FALSE
Sonchus leptocephalus,FALSE
Sonchus lidii,FALSE
Sonchus microcarpus,FALSE
Sonchus oleraceus,FALSE
Sonchus ortunoi,FALSE
Sonchus palmensis,FALSE
Sonchus pendulus,FALSE
Sonchus pinnatifidus,FALSE
Sonchus pitardii,FALSE
Sonchus platylepis,FALSE
Sonchus radicatus,FALSE
Sonchus regis-jubae,FALSE
Sonchus sventenii,FALSE
Sonchus tectifolius,FALSE
Sonchus tenerrimus,FALSE
Sonchus tuberifer,FALSE
Sonchus webbii,FALSE
Sonchus wildpretii,FALSE
Tolpis barbata,FALSE
Tolpis calderae,FALSE
Tolpis coronopifolia,FALSE
Tolpis crassiuscula,FALSE
Tolpis glabrescens,FALSE
Tolpis laciniata,FALSE
Tolpis lagopoda,FALSE
Tolpis proustii,FALSE
Tolpis santosii,FALSE
Tolpis umbellata,FALSE
Tolpis webbii,FALSE
Tripleurospermum inodorum,FALSE
Urospermum picroides,FALSE
Vieraea laevigata,FALSE
Volutaria bollei,FALSE
Volutaria canariensis,FALSE
Volutaria lippii,FALSE
Volutaria tubuliflora,FALSE
Anchusa azurea,FALSE
Arnebia decumbens,FALSE
Buglossoides arvensis,FALSE
Cynoglossum creticum,FALSE
Echium acanthocarpum,FALSE
Echium aculeatum,FALSE
Echium auberianum,FALSE
Echium bethencourtii,FALSE
Echium bonnetii,FALSE
Echium brevirame,FALSE
Echium callithyrsum,FALSE
Echium decaisnei,FALSE
Echium giganteum,FALSE
Echium handiense,FALSE
Echium hierrense,FALSE
Echium horridum,TRUE
Echium leucophaeum,FALSE
Echium onosmifolium,FALSE
Echium perezii,FALSE
Echium pininana,FALSE
Echium pitardii,FALSE
Echium plantagineum,FALSE
Echium simplex,FALSE
Echium strictum,FALSE
Echium sventenii,FALSE
Echium thyrsiflorum,FALSE
Echium triste,FALSE
Echium virescens,FALSE
Echium webbii,FALSE
Echium wildpretii,FALSE
Mairetis microsperma,FALSE
Neatostema apulum,FALSE
Ogastemma pusillum,TRUE
Alyssum granatense,TRUE
Alyssum simplex,FALSE
Arabidopsis thaliana,FALSE
Biscutella auriculata,FALSE
Brassica bourgeaui,FALSE
Cakile maritima,FALSE
Capsella bursa-pastoris,FALSE
Capsella rubella,FALSE
Cardamine flexuosa,FALSE
Cardamine hirsuta,FALSE
Carrichtera annua,FALSE
Crambe arborea,FALSE
Crambe feuilleei,FALSE
Crambe gomeraea,FALSE
Crambe laevigata,FALSE
Crambe microcarpa,FALSE
Crambe pritzelii,FALSE
Crambe santosii,FALSE
Crambe scaberrima,FALSE
Crambe scoparia,FALSE
Crambe strigosa,FALSE
Crambe sventenii,FALSE
Crambe tamadabensis,FALSE
Crambe wildpretii,FALSE
Descurainia artemisioides,FALSE
Descurainia bourgaeana,FALSE
Descurainia gilva,FALSE
Descurainia gonzalezii,TRUE
Descurainia lemsii,FALSE
Descurainia millefolia,FALSE
Descurainia preauxiana,FALSE
Diplotaxis catholica,FALSE
Diplotaxis muralis,FALSE
Eruca vesicaria,FALSE
Erysimum albescens,FALSE
Erysimum bicolor,FALSE
Erysimum scoparium,FALSE
Erysimum virescens,FALSE
Hirschfeldia incana,FALSE
Lobularia canariensis,FALSE
Lobularia libyca,FALSE
Lobularia maritima,FALSE
Marcus-kochia littorea,FALSE
Matthiola bolleana,FALSE
Matthiola longipetala,FALSE
Matthiola parviflora,FALSE
Notoceras bicorne,FALSE
Raphanus raphanistrum,FALSE
Sisymbrium erysimoides,FALSE
Sisymbrium irio,FALSE
Succowia balearica,TRUE
Thlaspi arvense,FALSE
Campanula dichotoma,FALSE
Campanula erinus,FALSE
Canarina canariensis,FALSE
Legousia falcata,FALSE
Legousia hybrida,FALSE
Wahlenbergia lobelioides,FALSE
Pterocephalus dumetorum,TRUE
Pterocephalus lasiospermus,FALSE
Pterocephalus porphyranthus,FALSE
Pterocephalus virens,FALSE
Valeriana calcitrapae,TRUE
Arenaria serpyllifolia,FALSE
Bufonia paniculata,FALSE
Dicheranthus plocamoides,FALSE
Eudianthe coeli-rosa,TRUE
Gymnocarpos decander,FALSE
Gymnocarpos sclerocephalus,FALSE
Gypsophila vaccaria,FALSE
Illecebrum verticillatum,FALSE
Loeflingia hispanica,FALSE
Moehringia pentandra,FALSE
Polycarpon alsinifolium,TRUE
Polycarpon tetraphyllum,FALSE
Pteranthus dichotomus,FALSE
Rhodalsine geniculata,FALSE
Scleranthus annuus,FALSE
Silene apetala,FALSE
Silene behen,FALSE
Silene bellidifolia,FALSE
Silene berthelotiana,FALSE
Silene bourgauei,TRUE
Silene canariensis,FALSE
Silene colorata,FALSE
Silene conica,TRUE
Silene conoidea,FALSE
Silene diversifolia,FALSE
Silene gallica,FALSE
Silene gracilis,FALSE
Silene inaperta,FALSE
Silene lagunensis,FALSE
Silene muscipula,FALSE
Silene nocteolens,FALSE
Silene nocturna,FALSE
Silene nutans,FALSE
Silene obtusifolia,TRUE
Silene pogonocalyx,FALSE
Silene rubella,TRUE
Silene sabinosae,FALSE
Silene tamaranae,FALSE
Silene tridentata,FALSE
Silene vulgaris,FALSE
Spergula arvensis,FALSE
Spergula pentandra,FALSE
Cistus asper,FALSE
Cistus chinamadensis,FALSE
Cistus grancanariae,FALSE
Cistus horrens,FALSE
Cistus monspeliensis,FALSE
Cistus ochreatus,FALSE
Cistus osbeckiifolius,FALSE
Cistus palmensis,FALSE
Cistus symphytifolius,FALSE
Helianthemum aganae,FALSE
Helianthemum aguloi,FALSE
Helianthemum bramwelliorum,FALSE
Helianthemum broussonetii,FALSE
Helianthemum bystropogophyllum,FALSE
Helianthemum canariense,FALSE
Helianthemum cirae,FALSE
Helianthemum gonzalezferreri,FALSE
Helianthemum inaguae,FALSE
Helianthemum juliae,FALSE
Helianthemum ledifolium,FALSE
Helianthemum linii,FALSE
Helianthemum teneriffae,FALSE
Helianthemum tholiforme,FALSE
Helianthemum thymiphyllum,FALSE
Helianthemum sp.,TRUE
Helianthemum henriquezii,TRUE
Helianthemum tibiabinae,TRUE
Calystegia soldanella,FALSE
